GPU Times, time.time(), clock_realtime
698471665157,1674353339.729281,1674353339.729289
698471696005,1674353339.759730,1674353339.759740
698471726853,1674353339.791222,1674353339.791232
698471757700,1674353339.822182,1674353339.822192
698471788548,1674353339.855561,1674353339.855571
698471819396,1674353339.886083,1674353339.886093
698471850243,1674353339.914760,1674353339.914770
698471881092,1674353339.945733,1674353339.945743
698471911940,1674353339.976425,1674353339.976436
698471942787,1674353340.007075,1674353340.007086
698471973635,1674353340.045064,1674353340.045074
698472004482,1674353340.069160,1674353340.069170
698472035330,1674353340.099898,1674353340.099908
698472066179,1674353340.130791,1674353340.130802
698472097026,1674353340.163909,1674353340.163920
698472127874,1674353340.194442,1674353340.194452
698472158721,1674353340.223279,1674353340.223289
698472189569,1674353340.253953,1674353340.253963
698472220417,1674353340.284849,1674353340.284859
698472251265,1674353340.315936,1674353340.315946
698472282113,1674353340.348890,1674353340.348901
698472312961,1674353340.377449,1674353340.377458
698472343808,1674353340.408315,1674353340.408324
698472374656,1674353340.439044,1674353340.439054
698472405504,1674353340.472532,1674353340.472542
698472436351,1674353340.503269,1674353340.503280
698472467199,1674353340.531597,1674353340.531607
698472498047,1674353340.562275,1674353340.562285
698472528895,1674353340.592379,1674353340.592388
698472559743,1674353340.622996,1674353340.623005
698472590590,1674353340.656163,1674353340.656172
698472621438,1674353340.685106,1674353340.685116
698472652286,1674353340.716563,1674353340.716573
698472683134,1674353340.747613,1674353340.747623
698472713982,1674353340.780975,1674353340.780985
698472744830,1674353340.811635,1674353340.811646
698472775677,1674353340.840128,1674353340.840140
698472806525,1674353340.871227,1674353340.871238
698472837372,1674353340.901747,1674353340.901759
698472868221,1674353340.932583,1674353340.932593
698472899068,1674353340.965853,1674353340.965864
698472929916,1674353340.994360,1674353340.994370
698472960764,1674353341.025200,1674353341.025211
698472991612,1674353341.056071,1674353341.056081
698473022459,1674353341.089423,1674353341.089434
698473053307,1674353341.120104,1674353341.120115
698473084156,1674353341.148808,1674353341.148819
698473115003,1674353341.179379,1674353341.179389
698473145850,1674353341.210350,1674353341.210360
698473176698,1674353341.241112,1674353341.241123
698473207546,1674353341.274285,1674353341.274295
698473238394,1674353341.302816,1674353341.302826
698473269242,1674353341.333769,1674353341.333779
698473300090,1674353341.364420,1674353341.364430
698473330937,1674353341.397850,1674353341.397861
698473361785,1674353341.428459,1674353341.428469
698473392632,1674353341.457072,1674353341.457083
698473423481,1674353341.487963,1674353341.487974
698473454329,1674353341.518956,1674353341.518966
698473485177,1674353341.549539,1674353341.549549
698473516024,1674353341.582676,1674353341.582686
698473546871,1674353341.611251,1674353341.611261
698473577719,1674353341.642051,1674353341.642061
698473608567,1674353341.672952,1674353341.672962
698473639415,1674353341.706552,1674353341.706562
698473670263,1674353341.736947,1674353341.736959
698473701110,1674353341.765524,1674353341.765534
698473731958,1674353341.796438,1674353341.796448
698473762806,1674353341.827052,1674353341.827062
698473793655,1674353341.857977,1674353341.857987
698473824502,1674353341.896022,1674353341.896033
698473855350,1674353341.920040,1674353341.920051
698473886197,1674353341.950672,1674353341.950683
698473917045,1674353341.981473,1674353341.981484
698473947893,1674353342.014797,1674353342.014809
698473978740,1674353342.045441,1674353342.045450
698474009588,1674353342.073994,1674353342.074005
698474040436,1674353342.104735,1674353342.104747
698474071284,1674353342.135654,1674353342.135665
698474102132,1674353342.166477,1674353342.166487
698474132980,1674353342.199725,1674353342.199735
698474163828,1674353342.228373,1674353342.228382
698474194675,1674353342.259295,1674353342.259305
698474225523,1674353342.289889,1674353342.289900
698474256371,1674353342.323306,1674353342.323317
698474287218,1674353342.353955,1674353342.353965
698474318066,1674353342.382343,1674353342.382353
698474348914,1674353342.413292,1674353342.413302
698474379762,1674353342.444242,1674353342.444252
698474410610,1674353342.474927,1674353342.474939
698474441457,1674353342.508181,1674353342.508191
698474472306,1674353342.536796,1674353342.536807
698474503153,1674353342.567520,1674353342.567530
698474534001,1674353342.598518,1674353342.598528
698474564849,1674353342.631968,1674353342.631977
698474595696,1674353342.662384,1674353342.662393
698474626544,1674353342.690979,1674353342.690989
698474657392,1674353342.721781,1674353342.721790
698474688240,1674353342.752563,1674353342.752572
698474719088,1674353342.783498,1674353342.783508
698474749935,1674353342.816903,1674353342.816913
698474780783,1674353342.845129,1674353342.845140
698474811632,1674353342.876065,1674353342.876075
698474842479,1674353342.906731,1674353342.906742
698474873327,1674353342.940344,1674353342.940354
698474904174,1674353342.971068,1674353342.971079
698474935023,1674353342.999561,1674353342.999572
698474965870,1674353343.030201,1674353343.030211
698474996718,1674353343.061118,1674353343.061128
698475027565,1674353343.092021,1674353343.092030
698475058413,1674353343.125029,1674353343.125040
698475089261,1674353343.153611,1674353343.153622
698475120109,1674353343.184358,1674353343.184369
698475150957,1674353343.215240,1674353343.215249
698475181805,1674353343.248787,1674353343.248797
698475212652,1674353343.279468,1674353343.279479
698475243500,1674353343.307982,1674353343.307992
698475274348,1674353343.338856,1674353343.338866
698475305196,1674353343.369691,1674353343.369701
698475336044,1674353343.400411,1674353343.400421
698475366891,1674353343.433670,1674353343.433680
698475397739,1674353343.462311,1674353343.462321
698475428586,1674353343.492902,1674353343.492912
698475459435,1674353343.523741,1674353343.523751
698475490283,1674353343.557256,1674353343.557266
698475521131,1674353343.588004,1674353343.588014
698475551978,1674353343.616576,1674353343.616585
698475582825,1674353343.647407,1674353343.647417
698475613673,1674353343.678055,1674353343.678065
698475644521,1674353343.708954,1674353343.708963
698475675369,1674353343.746559,1674353343.746570
698475706217,1674353343.770798,1674353343.770808
698475737064,1674353343.801470,1674353343.801480
698475767912,1674353343.832439,1674353343.832450
698475798760,1674353343.865594,1674353343.865604
698475829607,1674353343.896304,1674353343.896314
698475860457,1674353343.924758,1674353343.924768
698475891304,1674353343.955412,1674353343.955423
698475922151,1674353343.986507,1674353343.986517
698475952999,1674353344.017608,1674353344.017618
698475983847,1674353344.050628,1674353344.050638
698476014694,1674353344.079187,1674353344.079197
698476045542,1674353344.109968,1674353344.109978
698476076390,1674353344.140719,1674353344.140729
698476107238,1674353344.174133,1674353344.174143
698476138086,1674353344.204927,1674353344.204938
698476168933,1674353344.233266,1674353344.233277
698476199782,1674353344.264077,1674353344.264087
698476230629,1674353344.294914,1674353344.294924
698476261488,1674353344.325745,1674353344.325755
698476292325,1674353344.359086,1674353344.359096
698476323172,1674353344.390263,1674353344.390274
698476354020,1674353344.418461,1674353344.418470
698476384868,1674353344.449281,1674353344.449290
698476415716,1674353344.482540,1674353344.482550
698476446564,1674353344.513266,1674353344.513275
698476477412,1674353344.541679,1674353344.541689
698476508260,1674353344.572751,1674353344.572761
698476539108,1674353344.603343,1674353344.603352
698476569955,1674353344.634078,1674353344.634087
698476600802,1674353344.667475,1674353344.667485
698476631650,1674353344.695986,1674353344.695996
698476662498,1674353344.726810,1674353344.726819
698476693346,1674353344.757898,1674353344.757907
698476724193,1674353344.790999,1674353344.791009
698476755042,1674353344.821802,1674353344.821812
698476785889,1674353344.850352,1674353344.850362
698476816737,1674353344.881127,1674353344.881138
698476847585,1674353344.911900,1674353344.911909
698476878438,1674353344.942891,1674353344.942902
698476909281,1674353344.975969,1674353344.975980
698476940128,1674353345.004699,1674353345.004710
698476970976,1674353345.035460,1674353345.035470
698477001824,1674353345.066133,1674353345.066144
698477032671,1674353345.099273,1674353345.099283
698477063519,1674353345.129033,1674353345.129042
698477094367,1674353345.157601,1674353345.157611
698477125215,1674353345.189198,1674353345.189209
698477156063,1674353345.220640,1674353345.220650
698477186910,1674353345.251261,1674353345.251271
698477217759,1674353345.284432,1674353345.284442
698477248607,1674353345.312790,1674353345.312800
698477279454,1674353345.343557,1674353345.343567
698477310302,1674353345.374453,1674353345.374464
698477341149,1674353345.408035,1674353345.408045
698477371997,1674353345.438518,1674353345.438528
698477402845,1674353345.467149,1674353345.467159
698477433693,1674353345.498021,1674353345.498031
698477464540,1674353345.528817,1674353345.528827
698477495388,1674353345.559745,1674353345.559755
698477526236,1674353345.597408,1674353345.597418
698477557085,1674353345.621666,1674353345.621677
698477587933,1674353345.652319,1674353345.652328
698477618779,1674353345.683118,1674353345.683130
698477649627,1674353345.716401,1674353345.716412
698477680475,1674353345.747208,1674353345.747218
698477711323,1674353345.775859,1674353345.775870
698477742171,1674353345.806454,1674353345.806464
698477773018,1674353345.837363,1674353345.837373
698477803866,1674353345.868214,1674353345.868224
698477834714,1674353345.901410,1674353345.901420
698477865561,1674353345.930011,1674353345.930020
698477896409,1674353345.960976,1674353345.960986
698477927259,1674353345.991582,1674353345.991591
698477958105,1674353346.024965,1674353346.024975
698477988953,1674353346.055666,1674353346.055676
698478019801,1674353346.084021,1674353346.084031
698478050648,1674353346.114978,1674353346.114988
698478081496,1674353346.145782,1674353346.145792
698478112344,1674353346.176578,1674353346.176588
698478143192,1674353346.209833,1674353346.209842
698478174040,1674353346.240798,1674353346.240807
698478204888,1674353346.269102,1674353346.269112
698478235735,1674353346.300080,1674353346.300090
698478266583,1674353346.333619,1674353346.333629
698478297431,1674353346.364103,1674353346.364112
698478328278,1674353346.392742,1674353346.392752
698478359126,1674353346.423289,1674353346.423298
698478389974,1674353346.454134,1674353346.454143
698478420822,1674353346.485111,1674353346.485121
698478451670,1674353346.518512,1674353346.518522
698478482518,1674353346.546822,1674353346.546833
698478513365,1674353346.577711,1674353346.577722
698478544213,1674353346.608616,1674353346.608626
698478575061,1674353346.641945,1674353346.641955
698478605910,1674353346.672483,1674353346.672492
698478636757,1674353346.701302,1674353346.701311
698478667604,1674353346.731841,1674353346.731851
698478698452,1674353346.762740,1674353346.762749
698478729300,1674353346.793614,1674353346.793623
698478760148,1674353346.826824,1674353346.826833
698478790995,1674353346.855341,1674353346.855351
698478821843,1674353346.886387,1674353346.886397
698478852690,1674353346.916941,1674353346.916951
698478883539,1674353346.950447,1674353346.950457
698478914386,1674353346.981091,1674353346.981102
698478945235,1674353347.009648,1674353347.009658
698478976082,1674353347.040343,1674353347.040353
698479006929,1674353347.071238,1674353347.071248
698479037778,1674353347.101944,1674353347.101954
698479068625,1674353347.135230,1674353347.135240
698479099473,1674353347.164011,1674353347.164021
698479130321,1674353347.194619,1674353347.194628
698479161169,1674353347.225329,1674353347.225338
698479192017,1674353347.258843,1674353347.258852
698479222864,1674353347.289487,1674353347.289499
698479253712,1674353347.318132,1674353347.318143
698479284561,1674353347.349134,1674353347.349145
698479315408,1674353347.379704,1674353347.379715
698479346255,1674353347.410563,1674353347.410573
698479377103,1674353347.448332,1674353347.448342
698479407951,1674353347.472408,1674353347.472418
698479438799,1674353347.503205,1674353347.503216
698479469646,1674353347.533178,1674353347.533188
698479500494,1674353347.566174,1674353347.566185
698479531342,1674353347.596733,1674353347.596743
698479562190,1674353347.627694,1674353347.627703
698479593038,1674353347.657111,1674353347.657122
698479623886,1674353347.688194,1674353347.688205
698479654734,1674353347.719167,1674353347.719178
698479685581,1674353347.752162,1674353347.752172
698479716429,1674353347.780547,1674353347.780558
698479747276,1674353347.811504,1674353347.811515
698479778125,1674353347.842258,1674353347.842268
698479808972,1674353347.875725,1674353347.875734
698479839820,1674353347.906572,1674353347.906582
698479870668,1674353347.934951,1674353347.934961
698479901515,1674353347.965770,1674353347.965781
698479932364,1674353347.996687,1674353347.996698
698479963212,1674353348.027454,1674353348.027464
698479994060,1674353348.060712,1674353348.060722
698480024907,1674353348.089435,1674353348.089446
698480055754,1674353348.120021,1674353348.120031
698480086602,1674353348.150857,1674353348.150867
698480117450,1674353348.184253,1674353348.184262
698480148298,1674353348.214807,1674353348.214818
698480179146,1674353348.243431,1674353348.243442
698480209993,1674353348.274429,1674353348.274440
698480240841,1674353348.305034,1674353348.305044
698480271689,1674353348.336057,1674353348.336068
698480302537,1674353348.369189,1674353348.369199
698480333386,1674353348.400082,1674353348.400093
698480364232,1674353348.428753,1674353348.428764
698480395080,1674353348.459592,1674353348.459602
698480425928,1674353348.492671,1674353348.492682
698480456776,1674353348.523306,1674353348.523316
698480487623,1674353348.551830,1674353348.551840
698480518471,1674353348.582487,1674353348.582497
698480549319,1674353348.613424,1674353348.613434
698480580167,1674353348.644559,1674353348.644570
698480611014,1674353348.677439,1674353348.677450
698480641862,1674353348.706200,1674353348.706211
698480672710,1674353348.736858,1674353348.736869
698480703558,1674353348.767679,1674353348.767689
698480734406,1674353348.801292,1674353348.801302
698480765254,1674353348.831966,1674353348.831976
698480796101,1674353348.860384,1674353348.860394
698480826949,1674353348.891224,1674353348.891233
698480857797,1674353348.922156,1674353348.922166
698480888645,1674353348.952801,1674353348.952812
698480919493,1674353348.986090,1674353348.986100
698480950340,1674353349.014626,1674353349.014637
698480981188,1674353349.045431,1674353349.045442
698481012036,1674353349.076357,1674353349.076367
698481042884,1674353349.109826,1674353349.109836
698481073732,1674353349.140361,1674353349.140372
698481104580,1674353349.168981,1674353349.168991
698481135428,1674353349.199716,1674353349.199726
698481166276,1674353349.230490,1674353349.230501
698481197123,1674353349.261311,1674353349.261322
698481227970,1674353349.299145,1674353349.299156
698481258818,1674353349.323141,1674353349.323150
698481289666,1674353349.353964,1674353349.353975
698481320514,1674353349.384706,1674353349.384716
698481351362,1674353349.418106,1674353349.418117
698481382210,1674353349.448828,1674353349.448838
698481413057,1674353349.477548,1674353349.477558
698481443905,1674353349.508168,1674353349.508178
698481474753,1674353349.539023,1674353349.539033
698481505601,1674353349.569922,1674353349.569932
698481536448,1674353349.602997,1674353349.603007
698481567296,1674353349.631562,1674353349.631571
698481598143,1674353349.662479,1674353349.662489
698481628992,1674353349.693125,1674353349.693135
698481659839,1674353349.726564,1674353349.726573
698481690688,1674353349.757318,1674353349.757328
698481721536,1674353349.785706,1674353349.785716
698481752383,1674353349.816354,1674353349.816365
698481783231,1674353349.847731,1674353349.847741
698481814078,1674353349.878336,1674353349.878346
698481844926,1674353349.911431,1674353349.911441
698481875774,1674353349.940097,1674353349.940108
698481906622,1674353349.970852,1674353349.970862
698481937469,1674353350.001720,1674353350.001730
698481968317,1674353350.035163,1674353350.035172
698481999165,1674353350.065661,1674353350.065671
698482030013,1674353350.094229,1674353350.094239
698482060861,1674353350.124874,1674353350.124885
698482091708,1674353350.156013,1674353350.156024
698482122556,1674353350.186811,1674353350.186821
698482153404,1674353350.220258,1674353350.220268
698482184252,1674353350.248609,1674353350.248620
698482215099,1674353350.279441,1674353350.279451
698482245947,1674353350.310172,1674353350.310181
698482276795,1674353350.343517,1674353350.343527
698482307643,1674353350.374193,1674353350.374203
698482338490,1674353350.402897,1674353350.402907
698482369338,1674353350.433515,1674353350.433525
698482400187,1674353350.464360,1674353350.464370
698482431034,1674353350.495205,1674353350.495214
698482461881,1674353350.528414,1674353350.528424
698482492729,1674353350.557068,1674353350.557078
698482523577,1674353350.588094,1674353350.588104
698482554425,1674353350.618711,1674353350.618721
698482585273,1674353350.652106,1674353350.652116
698482616120,1674353350.682667,1674353350.682678
698482646968,1674353350.711112,1674353350.711123
698482677816,1674353350.743354,1674353350.743365
698482708664,1674353350.772920,1674353350.772931
698482739513,1674353350.803722,1674353350.803733
698482770360,1674353350.836935,1674353350.836946
698482801207,1674353350.865293,1674353350.865304
698482832055,1674353350.896209,1674353350.896220
698482862903,1674353350.927148,1674353350.927158
698482893751,1674353350.960824,1674353350.960835
698482924599,1674353350.991280,1674353350.991290
698482955446,1674353351.019854,1674353351.019865
698482986295,1674353351.050759,1674353351.050769
698483017142,1674353351.081332,1674353351.081343
698483047990,1674353351.112208,1674353351.112220
698483078837,1674353351.149992,1674353351.150002
698483109685,1674353351.174197,1674353351.174208
698483140533,1674353351.204911,1674353351.204922
698483171381,1674353351.235895,1674353351.235906
698483202229,1674353351.268974,1674353351.268985
698483233076,1674353351.299563,1674353351.299573
698483263924,1674353351.328218,1674353351.328228
698483294772,1674353351.359048,1674353351.359059
698483325620,1674353351.389964,1674353351.389974
698483356468,1674353351.420870,1674353351.420881
698483387316,1674353351.453791,1674353351.453802
698483418164,1674353351.482274,1674353351.482284
698483449012,1674353351.513004,1674353351.513015
698483479858,1674353351.543948,1674353351.543958
698483510706,1674353351.577485,1674353351.577496
698483541554,1674353351.608449,1674353351.608460
698483572402,1674353351.636644,1674353351.636654
698483603250,1674353351.667446,1674353351.667457
698483634098,1674353351.698349,1674353351.698360
698483664945,1674353351.729138,1674353351.729148
698483695793,1674353351.762470,1674353351.762480
698483726641,1674353351.791135,1674353351.791145
698483757490,1674353351.821645,1674353351.821657
698483788338,1674353351.852358,1674353351.852369
698483819184,1674353351.885910,1674353351.885921
698483850032,1674353351.918740,1674353351.918750
698483880880,1674353351.944035,1674353351.944044
698483911728,1674353351.974877,1674353351.974887
698483942576,1674353352.009300,1674353352.009312
698483973423,1674353352.037830,1674353352.037841
698484004271,1674353352.071022,1674353352.071032
698484035119,1674353352.099507,1674353352.099518
698484065966,1674353352.130073,1674353352.130084
698484096816,1674353352.161074,1674353352.161086
698484127663,1674353352.194428,1674353352.194439
698484158511,1674353352.225064,1674353352.225075
698484189358,1674353352.253750,1674353352.253762
698484220205,1674353352.284394,1674353352.284405
698484251053,1674353352.315227,1674353352.315238
698484281901,1674353352.346100,1674353352.346111
698484312749,1674353352.379341,1674353352.379352
698484343597,1674353352.410312,1674353352.410323
698484374445,1674353352.438779,1674353352.438790
698484405292,1674353352.469476,1674353352.469487
698484436140,1674353352.502892,1674353352.502903
698484466989,1674353352.533776,1674353352.533787
698484497836,1674353352.562079,1674353352.562089
698484528684,1674353352.592897,1674353352.592907
698484559532,1674353352.623740,1674353352.623750
698484590379,1674353352.654474,1674353352.654485
698484621227,1674353352.687796,1674353352.687807
698484652074,1674353352.716513,1674353352.716524
698484682922,1674353352.746990,1674353352.747001
698484713770,1674353352.778069,1674353352.778080
698484744618,1674353352.811512,1674353352.811523
698484775465,1674353352.842126,1674353352.842138
698484806314,1674353352.870503,1674353352.870514
698484837162,1674353352.901560,1674353352.901571
698484868009,1674353352.932191,1674353352.932201
698484898857,1674353352.962919,1674353352.962929
698484929705,1674353353.000823,1674353353.000835
698484960553,1674353353.025043,1674353353.025054
698484991401,1674353353.055660,1674353353.055671
698485022248,1674353353.086562,1674353353.086573
698485053096,1674353353.119718,1674353353.119729
698485083943,1674353353.150527,1674353353.150538
698485114791,1674353353.179062,1674353353.179074
698485145640,1674353353.209811,1674353353.209821
698485176487,1674353353.240695,1674353353.240705
698485207335,1674353353.271662,1674353353.271672
698485238182,1674353353.304644,1674353353.304655
698485269030,1674353353.333269,1674353353.333280
698485299878,1674353353.364061,1674353353.364071
698485330726,1674353353.394905,1674353353.394917
698485361574,1674353353.428380,1674353353.428390
698485392421,1674353353.459158,1674353353.459168
698485423269,1674353353.487548,1674353353.487559
698485454117,1674353353.518282,1674353353.518293
698485484965,1674353353.549130,1674353353.549140
698485515813,1674353353.579892,1674353353.579903
698485546660,1674353353.613318,1674353353.613328
698485577508,1674353353.641777,1674353353.641788
698485608356,1674353353.672529,1674353353.672540
698485639204,1674353353.703416,1674353353.703426
698485670051,1674353353.737003,1674353353.737014
698485700899,1674353353.767474,1674353353.767484
698485731747,1674353353.796149,1674353353.796160
698485762595,1674353353.826864,1674353353.826875
698485793442,1674353353.857674,1674353353.857685
698485824291,1674353353.888603,1674353353.888614
698485855139,1674353353.921894,1674353353.921905
698485885986,1674353353.950212,1674353353.950223
698485916834,1674353353.981044,1674353353.981055
698485947682,1674353354.011887,1674353354.011898
698485978529,1674353354.045126,1674353354.045136
698486009377,1674353354.076000,1674353354.076010
698486040225,1674353354.104684,1674353354.104695
698486071073,1674353354.135277,1674353354.135287
698486101921,1674353354.166147,1674353354.166158
698486132769,1674353354.196990,1674353354.197001
698486163616,1674353354.230234,1674353354.230245
698486194465,1674353354.258793,1674353354.258805
698486225312,1674353354.289757,1674353354.289768
698486256159,1674353354.320314,1674353354.320324
698486287007,1674353354.353777,1674353354.353788
698486317855,1674353354.384286,1674353354.384297
698486348703,1674353354.412930,1674353354.412941
698486379551,1674353354.443750,1674353354.443760
698486410398,1674353354.474610,1674353354.474621
698486441246,1674353354.505364,1674353354.505374
698486472094,1674353354.538505,1674353354.538517
698486502942,1674353354.567174,1674353354.567185
698486533791,1674353354.597982,1674353354.597992
698486564637,1674353354.628889,1674353354.628900
698486595485,1674353354.662499,1674353354.662509
698486626333,1674353354.692731,1674353354.692741
698486657181,1674353354.721363,1674353354.721374
698486688028,1674353354.752188,1674353354.752199
698486718877,1674353354.783005,1674353354.783016
698486749724,1674353354.813852,1674353354.813862
698486780572,1674353354.851731,1674353354.851742
698486811420,1674353354.875932,1674353354.875942
698486842268,1674353354.906539,1674353354.906550
698486873116,1674353354.937339,1674353354.937350
698486903964,1674353354.970712,1674353354.970723
698486934811,1674353355.001400,1674353355.001410
698486965658,1674353355.030127,1674353355.030138
698486996506,1674353355.060672,1674353355.060683
698487027354,1674353355.091456,1674353355.091467
698487058203,1674353355.122320,1674353355.122331
698487089049,1674353355.155529,1674353355.155540
698487119898,1674353355.184130,1674353355.184140
698487150745,1674353355.215072,1674353355.215083
698487181593,1674353355.245750,1674353355.245760
698487212441,1674353355.279190,1674353355.279200
698487243289,1674353355.309826,1674353355.309837
698487274137,1674353355.338311,1674353355.338321
698487304984,1674353355.369113,1674353355.369124
698487335832,1674353355.400159,1674353355.400169
698487366680,1674353355.430824,1674353355.430835
698487397528,1674353355.464041,1674353355.464051
698487428375,1674353355.492571,1674353355.492582
698487459223,1674353355.523364,1674353355.523375
698487490070,1674353355.554270,1674353355.554280
698487520919,1674353355.587937,1674353355.587948
698487551767,1674353355.618451,1674353355.618462
698487582615,1674353355.646980,1674353355.646991
698487613462,1674353355.677936,1674353355.677946
698487644309,1674353355.708581,1674353355.708591
698487675158,1674353355.739296,1674353355.739307
698487706005,1674353355.772640,1674353355.772652
698487736853,1674353355.801068,1674353355.801079
698487767701,1674353355.831913,1674353355.831923
698487798548,1674353355.862972,1674353355.862983
698487829396,1674353355.896214,1674353355.896224
698487860244,1674353355.926841,1674353355.926853
698487891092,1674353355.955162,1674353355.955174
698487921941,1674353355.986104,1674353355.986115
698487952788,1674353356.017024,1674353356.017034
698487983636,1674353356.047971,1674353356.047983
698488014483,1674353356.081102,1674353356.081112
698488045331,1674353356.109667,1674353356.109678
698488076179,1674353356.140404,1674353356.140414
698488107026,1674353356.171288,1674353356.171299
698488137875,1674353356.204696,1674353356.204707
698488168722,1674353356.235482,1674353356.235492
698488199570,1674353356.263746,1674353356.263757
698488230418,1674353356.294581,1674353356.294592
698488261267,1674353356.325435,1674353356.325447
698488292113,1674353356.356385,1674353356.356396
698488322961,1674353356.389568,1674353356.389580
698488353809,1674353356.420563,1674353356.420574
698488384657,1674353356.448917,1674353356.448928
698488415504,1674353356.479674,1674353356.479684
698488446352,1674353356.513051,1674353356.513062
698488477200,1674353356.543687,1674353356.543698
698488508048,1674353356.572317,1674353356.572327
698488538896,1674353356.603228,1674353356.603240
698488569744,1674353356.633721,1674353356.633732
698488600592,1674353356.664746,1674353356.664757
698488631439,1674353356.702576,1674353356.702588
698488662287,1674353356.726652,1674353356.726663
698488693134,1674353356.757445,1674353356.757454
698488723982,1674353356.788422,1674353356.788432
698488754830,1674353356.821542,1674353356.821552
698488785678,1674353356.852386,1674353356.852396
698488816526,1674353356.880795,1674353356.880806
698488847373,1674353356.911547,1674353356.911557
698488878221,1674353356.942372,1674353356.942382
698488909069,1674353356.973177,1674353356.973187
698488939918,1674353357.006384,1674353357.006394
698488970765,1674353357.034889,1674353357.034899
698489001612,1674353357.066054,1674353357.066065
698489032460,1674353357.096553,1674353357.096563
698489063308,1674353357.130041,1674353357.130051
698489094156,1674353357.160739,1674353357.160749
698489125004,1674353357.189304,1674353357.189314
698489155852,1674353357.219952,1674353357.219962
698489186700,1674353357.251035,1674353357.251045
698489217549,1674353357.281613,1674353357.281623
698489248395,1674353357.314813,1674353357.314824
698489279243,1674353357.343286,1674353357.343297
698489310090,1674353357.374211,1674353357.374221
698489340938,1674353357.405072,1674353357.405082
698489371786,1674353357.438704,1674353357.438715
698489402634,1674353357.469198,1674353357.469209
698489433481,1674353357.497737,1674353357.497747
698489464329,1674353357.528529,1674353357.528540
698489495177,1674353357.559361,1674353357.559370
698489526025,1674353357.590095,1674353357.590105
698489556873,1674353357.623557,1674353357.623567
698489587721,1674353357.651890,1674353357.651901
698489618569,1674353357.682657,1674353357.682668
698489649416,1674353357.713483,1674353357.713493
698489680264,1674353357.746902,1674353357.746913
698489711111,1674353357.777652,1674353357.777663
698489741959,1674353357.806228,1674353357.806238
698489772807,1674353357.836920,1674353357.836931
698489803655,1674353357.867513,1674353357.867523
698489834502,1674353357.898689,1674353357.898700
698489865350,1674353357.931885,1674353357.931895
698489896198,1674353357.960522,1674353357.960533
698489927046,1674353357.991492,1674353357.991504
698489957895,1674353358.022001,1674353358.022011
698489988743,1674353358.055394,1674353358.055404
698490019589,1674353358.086089,1674353358.086100
698490050438,1674353358.114552,1674353358.114563
698490081285,1674353358.145410,1674353358.145420
698490112133,1674353358.176508,1674353358.176519
698490142980,1674353358.207086,1674353358.207097
698490173828,1674353358.240436,1674353358.240447
698490204676,1674353358.269122,1674353358.269132
698490235524,1674353358.299825,1674353358.299834
698490266371,1674353358.330746,1674353358.330756
698490297220,1674353358.364184,1674353358.364194
698490328068,1674353358.394669,1674353358.394680
698490358916,1674353358.423098,1674353358.423109
698490389763,1674353358.453956,1674353358.453966
698490420610,1674353358.484749,1674353358.484759
698490451458,1674353358.515608,1674353358.515619
698490482306,1674353358.553641,1674353358.553653
698490513154,1674353358.577615,1674353358.577626
698490544001,1674353358.608247,1674353358.608257
698490574850,1674353358.639147,1674353358.639158
698490605697,1674353358.672500,1674353358.672510
698490636545,1674353358.703243,1674353358.703254
698490667394,1674353358.731853,1674353358.731863
698490698241,1674353358.762362,1674353358.762373
698490729089,1674353358.793221,1674353358.793232
698490759936,1674353358.824038,1674353358.824049
698490790784,1674353358.857243,1674353358.857254
698490821632,1674353358.885955,1674353358.885965
698490852479,1674353358.916687,1674353358.916698
698490883327,1674353358.947460,1674353358.947471
698490914175,1674353358.980917,1674353358.980926
698490945023,1674353359.011662,1674353359.011672
698490975871,1674353359.040260,1674353359.040270
698491006720,1674353359.071028,1674353359.071038
698491037566,1674353359.101987,1674353359.101998
698491068414,1674353359.132518,1674353359.132528
698491099262,1674353359.165631,1674353359.165642
698491130110,1674353359.194283,1674353359.194294
698491160957,1674353359.225039,1674353359.225049
698491191805,1674353359.255967,1674353359.255977
698491222653,1674353359.289673,1674353359.289683
698491253501,1674353359.320034,1674353359.320045
698491284349,1674353359.348667,1674353359.348677
698491315196,1674353359.379481,1674353359.379493
698491346045,1674353359.410258,1674353359.410269
698491376892,1674353359.441165,1674353359.441176
698491407740,1674353359.474445,1674353359.474456
698491438588,1674353359.502757,1674353359.502766
698491469435,1674353359.533544,1674353359.533555
698491500283,1674353359.564392,1674353359.564402
698491531131,1674353359.597821,1674353359.597831
698491561979,1674353359.628545,1674353359.628556
698491592827,1674353359.656964,1674353359.656974
698491623674,1674353359.687765,1674353359.687775
698491654522,1674353359.718645,1674353359.718655
698491685370,1674353359.749755,1674353359.749765
698491716218,1674353359.782734,1674353359.782744
698491747065,1674353359.811278,1674353359.811287
698491777913,1674353359.842176,1674353359.842187
698491808761,1674353359.872905,1674353359.872915
698491839609,1674353359.906425,1674353359.906436
698491870457,1674353359.937140,1674353359.937150
698491901304,1674353359.965432,1674353359.965441
698491932152,1674353359.996333,1674353359.996343
698491963000,1674353360.026965,1674353360.026976
698491993848,1674353360.058010,1674353360.058021
698492024697,1674353360.091286,1674353360.091296
698492055543,1674353360.119947,1674353360.119958
698492086391,1674353360.150617,1674353360.150628
698492117239,1674353360.181468,1674353360.181478
698492148086,1674353360.214877,1674353360.214887
